idstation;nom;adresse1;adresse2;commune;numdansarrondissement;nbbornettes;stationbonus;pole;ouverte;achevement;gid;code_insee;lon;lat
3138;Vivier Merle / Paul Bert Ouest;Face 65, Boulevard Vivier Merle;angle rue Paul Bert;Lyon 3e Arrondissement;138;19;;CAFAL;True;Monté;173;69383;4.858512237399373;45.75733931311515
7014;Marseille / Félissent;3, Rue Félissent;angle Rue de Marseille;Lyon 7e Arrondissement;14;30;;maillage;True;;154;69387;4.841415287461779;45.75298634352899
9042;Vaise Docks;Face 50, Rue des Docks;;Lyon 9e Arrondissement;42;19;;Complexe cinéma Pathé;True;Monté;158;69389;4.811476181120188;45.786557895292454
2030;République / Poulaillerie;20, Rue de la Poulaillerie;Angle Poulaillerie / République;Lyon 2e Arrondissement;30;32;;commerces, palais de la bourse;True;;161;69382;4.8356127348451565;45.764078281257845
2028;Sainte-Blandine;60, Cours Charlemagne;face station tram Ste Blandine;Lyon 2e Arrondissement;28;16;;tram;True;;153;69382;4.822142870439611;45.74442230143973
10038;Condorcet;Face 74, Boulevard du 11 Novembre 1918;Croisement Tram;Villeurbanne;38;23;;tram, itinéraire cyclable;True;;141;69266;4.866862900995372;45.77903057466618
10102;Doua / Gaston Berger;24, Avenue Gaston Berger;;Villeurbanne;102;30;;Tramway, itinéraires cyclabels, amphis;True;;147;69266;4.871207714608578;45.78098478165094
7024;Bancel / Chevreul;Rue Bancel;Rue Chevreul;Lyon 7e Arrondissement;24;21;;Itinéraire cyclable;True;;176;69387;4.840524571672516;45.74852028674798
7022;Jaurès / Lagrange;105, Avenue Jean Jaurès;;Lyon 7e Arrondissement;22;30;;Piste cyclable, commerces;True;;177;69387;4.841424444852924;45.74391432692689
9033;Gorge de Loup;49 bis Esplanade Lina Cretet ;Rue Sergent Michel Berthet;Lyon 9e Arrondissement;33;40;; Lycée professionnel;True;;178;69389;4.805627699519279;45.76736547853642
10118;Voyant / Chambord;92, Rue Voyant;;Villeurbanne;118;22;;Commerces, centre social;True;;182;69266;4.900599099512037;45.767191415027256
8025;Dumont / Jouvet;16, Rueue Santos Dumont;;Lyon 8e Arrondissement;25;17;;maillage;True;;183;69388;4.860887175144378;45.74444617982907
2013;Célestins;Face 2, Place des Célestins;Côté nord de la place, vers l'ascenseur;Lyon 2e Arrondissement;13;22;;théâtre;True;;184;69382;4.832071611386379;45.7599398326071
10015;Poudrette / Musset;112, Rue de la Poudrette;;Villeurbanne;;18;;;True;;185;69266;4.921141711792207;45.757882954088885
10061;République;103, cours Emile Zola ; ;Villeurbanne;61;17;;métro;True;;186;69266;4.8726157733046405;45.77084230811873
2017;République / Ferrandière;Face 30, Rue Ferrandière;Angle Rue de la République;Lyon 2e Arrondissement;17;25;;métro A, commerces;True;;187;69382;4.835970693686822;45.76217399703886
1016;Pêcherie;6, Rue de la Platière;Angle Quai de la Pêcherie;Lyon 1er Arrondissement;16;17;;bouquinistes;True;;188;69381;4.831178124644486;45.765954730052314
10075;Gabriel Péri;Rue Gabriel Péri;Angle cours André Philip;Villeurbanne;75;12;; ;True;;189;69266;4.865760645813551;45.772303350496884
3038;Vivier Merle / Paul Bert Est;65, Boulevard Vivier Merle;angle rue Paul Bert;Lyon 3e Arrondissement;38;20;;CAFAL;True;Monté;193;69383;4.858908367370051;45.757231415252484
3097;Augagneur / Fosse aux Ours;28, Quai Victor Augagneur;;Lyon 3e Arrondissement;97;40;;Commerces, quartier, point nodal (Guillotière, 7e,;True;;195;69383;4.840499137542491;45.75719970234391
3066;Kimmerling - Faure;139, Avenue Félix Faure;;Lyon 3e Arrondissement;66;19;;Bureaux, habitat, collège;True;;199;69383;4.863464101960399;45.75430081007711
6008;Place Jules Ferry;17, Rue des Emeraudes;Place Jules Ferry;Lyon 6e Arrondissement;8;20;;Métro, parking, place, restaurants;True;;196;69386;4.859070556738344;45.7684122613938
12005;Place Boissier;7, Place Boissier;;Vaulx-en-Velin;;20;;;True;;181;69256;4.926872984219631;45.78626834360841
10089;Colin / Perroncel;22, Rue colin;;Villeurbanne;89;15;;Commerces, Itinéraire Cyclable;True;;201;69266;4.8740523266943345;45.77449846469076
8030;Laënnec;Rue Nungesser et Coli;25, Rue Laënnec;Lyon 8e Arrondissement;30;16;;fac, tram;True;;202;69388;4.879723163759173;45.74134872300852
10055;Condorcet / Galline;Face 16, Avenue Galline;Angle avenue de Condorcet;Villeurbanne;55;15;;maillage (habitat dense);True;;205;69266;4.86708711115082;45.77639544847652
5030;Charcot / Résidence universitaire;Face 30, Rue Cdt Charcot;Angle Fort St Irénée/rue Cdt Charcot;Lyon 5e Arrondissement;30;32;;Résidence universitaire, marché;True;;207;69385;4.807785054151946;45.75503108866266
3007;Place d'Arsonval;Place d'Arsonval;A côté du stand de fleurs;Lyon 3e Arrondissement;7;32;;hôpital Herriot, métro D, tram, fac de pharmacie;True;;208;69383;4.878920616442839;45.74341567680107
2039;Charité / Récamier;86, Rue de la Charité;;Lyon 2e Arrondissement;39;17;;Lycée, tramway, commerces;True;;209;69382;4.829844125752032;45.749253395508795
8001;Université Lyon III;1, Rue du Professeur Rollet;Devant entrée principale université Lyon 3;Lyon 8e Arrondissement;1;36;;Université Lyon 3;True;;175;69388;4.861541779364256;45.74853956627726
7053;Jaurès / Thibaudière;Face 27, Rue de la Thibaudière;Angle Avenue Jean Jaurès;Lyon 7e Arrondissement;53;28;;Maillage;True;;206;69387;4.845048253499639;45.750344797591346
3008;Institut Lumière;Cours Albert Thomas;;Lyon 3e Arrondissement;8;18;;Métro, coeur quartier, institut Lumière, marché;True;;198;69383;4.870638710650287;45.74583323374609
5040;Place Benoit Crépu;127, Quai Fulchiron;;Lyon 5e Arrondissement;40;20;;Vieux Lyon, Parking;True;;190;69385;4.826105451692288;45.75784167965563
6041;Cité Internationale - Tête d'Or Nord;Allée Achille Lignon;;Lyon 6e Arrondissement;41;22;;Parc, Amphithéâtre;True;;179;69386;4.859758362412491;45.78457290578509
10005;11 novembre;1, Boulevard du 11 Novembre 1918;Entrée parc;Villeurbanne;5;35;;Parc Tête d'Or, itinéraire cyclable;True;;191;69266;4.860008593899982;45.779693707850846
2042;Joffre / Vaubecour;43, Rue Vaubecour;;Lyon 2e Arrondissement;42;20;;Centre-ville, entrée zone 30;True;;180;69382;4.82475558921832;45.75186933643942
6021;Garibaldi;46, Rue Garibaldi;angle rue Crillon;Lyon 6e Arrondissement;21;11;;commerces (ATAC);True;;211;69386;4.849935729364381;45.7706974838637
7015;Techsud;Face 2, Rue Professeur Jean Bernard;angle du Boulevard Chambaud de la Bruyère;Lyon 7e Arrondissement;66;12;;;True;;212;69387;4.8426881110123965;45.72279362231216
5036;La Salette;104, Rue Commandant Charcot;;Lyon 5e Arrondissement;32;15;;Habitations, commerces;True;;213;69385;4.795531093165858;45.7496172708063
16005;Vénissieux - Gare;122b Avenue Jules Guesde;;Vénissieux;;25;;Vénissieux;True;;214;69259;4.88702481170959;45.708533972113074
9013;Quai Paul Sédaillan;52, Quai Paul Sédallan;;Lyon 9e Arrondissement;13;20;;pôle d'activité (Cegid, Infogrammes);True;;216;69389;4.814421127849675;45.787509756748456
12001;Vaulx - La Soie;Rue de la Poudrette;;Vaulx-en-Velin;1;25;;Pôle multimodal de la Soie;True;;217;69256;4.9206039456886055;45.7608131947003
22001;Sainte Foy - Place Saint-Luc;Place Saint-Luc;;Sainte-Foy-lès-Lyon;;15;;Sainte-Foy-lès-Lyon;True;;220;69202;4.800896024092041;45.74956540522228
2024;République / Maupin;9, Rue Maupin;Angle Rue Président Edouard Herriot;Lyon 2e Arrondissement;24;25;;commerces;True;;223;69382;4.8340765154131455;45.75873908221122
10113;Gare de Villeurbanne;52, Rue du Poizat;;Villeurbanne;113;22;;Tramway, maillage;True;;224;69266;4.891530167671847;45.755764271974854
4012;Place Adrien Godien;38, Cours d'Herbouville;Terre plein central;Lyon 4e Arrondissement;12;30;;maillage;True;;227;69384;4.841069562210997;45.77876757733165
8029;Etats-Unis / Lévigne;78, Boulevard des Etats-Unis;Angle Rue Emile Combes et Rue Théodore Lévigne;Lyon 8e Arrondissement;29;20;;Commerce, habitat, école, tramway T4;True;;229;69388;4.865141536736715;45.732218010677144
13001;Décines - Centre;27, Rue Emile Bertrand;;Décines-Charpieu;;20;;Meyzieu (T3);True;;230;69275;4.955766787611089;45.771873329654014
2002;Bellecour / Saint Exupéry;Face 34, Place Bellecour;côté Rue Paul Lintier;Lyon 2e Arrondissement;2;40;;métro A D, site, commerces;True;;232;69382;4.830434694909472;45.75815691094956
7030;Quartier Général Frère;31, Boulevard Yves Farge;;Lyon 7e Arrondissement;30;30;;Parc d'activités, logement, projet cyclable;True;;234;69387;4.834168875074644;45.74316454195516
10114;Bel Air / Les Brosses;Avenue de Bel Air;;Villeurbanne;114;20;;Tramway, piste cyclable;True;;236;69266;4.9107987932571575;45.757914350722814
30001;Rillieux - Canellas;18 route de Genève;;Rillieux-la-Pape;;12;;Place canellas;True;;237;69286;4.884733879310547;45.80504380778307
8008;Beauvisage / Préssensé;159, Rue Rrofesseur Beauvisage;;Lyon 8e Arrondissement;8;17;;itinéraires cyclables;True;;238;69388;4.863442058905264;45.72787185590096
10001;IUT - Feyssine;Face 102, Rue de la Technologie;;Villeurbanne;1;30;;IUT, tramway;True;;354;69266;4.882357799897009;45.785647144157814
9029;Saint Pierre de Vaise;Place Vanderpol;angle Rue Saint-Pierre de Vaise;Lyon 9e Arrondissement;29;15;;coeur de quartier;True;;204;69389;4.807813722264596;45.77309957255047
3034;Garibaldi / Pensionnat;52, Rue du Pensionnat;;Lyon 3e Arrondissement;104;30;;Lyon 3ème arrondissement;True;;240;69383;4.853404447409928;45.75470656426703
10087;Baratin;76, Rue Pierre Baratin;;Villeurbanne;87;12;;Terrain de sport, quartier;True;;241;69266;4.9006968059950955;45.76059899709916
10008;Salengro / Vaillant;108, Rue Roger salengro;;Villeurbanne;8;24;;centre quartier, itinéraire cyclable;True;;242;69266;4.879673281300416;45.77836820802221
10014;Laurent Bonnevay / Astroballe;Rue du Sytral;;Villeurbanne;14;28;;Gare, métro;True;;243;69266;4.9098182197044355;45.76512405537271
3071;BioParc;60, Avenue Rockefeller;;Lyon 3e Arrondissement;71;20;;Pôle d'habitation, Bio Parc, Faculté de Médecine;True;;245;69383;4.888082507593352;45.740486003484605
2041;Sala / Charité;41, Rue Sala;;Lyon 2e Arrondissement;41;21;;Centre-ville;True;;233;69382;4.833039251668663;45.75446619561804
6035;Cité Internationale;Quai Charles de Gaulle;Face parvis palais des congrés;Lyon 6e Arrondissement;35;21;;Cinéma, casino, palais des congrés;True;;218;69386;4.854124072710764;45.78542142497967
10032;Primat / Decorps;Angle rue Emile Decorps / Rue Max Barel;;Villeurbanne;32;13;;Pôle Pixel;True;Monté;228;69266;4.899993150913253;45.75711841532476
1020;Terreaux / Chenavard;11, Rue Chenavard;Côté place des Terreaux;Lyon 1er Arrondissement;20;18;;Place des Terreaux;True;;239;69381;4.83293148796597;45.76676710458034
7006;Gerland;Face 317, Avenue Jean Jaurès;Square du Professeur Galtier;Lyon 7e Arrondissement;6;40;;Métro B, Stade de Gerland;True;;221;69387;4.831197482195625;45.727573284843196
2005;Confluence Hôtel de Région;101, Cours Charlemagne;Esplanade François Miterrand;Lyon 2e Arrondissement;5;32;;Hôtel de Région - Tram Montrochet - Pôle de loisirs;True;;215;69382;4.819179518436808;45.74053831522134
8004;Mairie du 8e;12, Avenue Jean Mermoz;;Lyon 8e Arrondissement;4;21;;Mairie du 8e;True;;235;69388;4.872817387536045;45.735150995807906
3103;Place Danton;4, Place Danton;Angle Rue Danton;Lyon 3e Arrondissement;103;18;;Commerces, bureau;True;;246;69383;4.857574372601033;45.75481244853283
10088;4 août 1789 / Pressensé;243, Cours Emile Zola;;Villeurbanne;88;19;;maillage;True;;249;69266;4.898610485416707;45.76607553015395
3015;Servient / Garibaldi;Face 112, Rue Servient;Place Charles de Gaulle;Lyon 3e Arrondissement;15;32;;tram, cité administrative;True;;250;69383;4.852678990647336;45.76077741317111
4001;Conservatoire bis;1, Quai Joseph Gillet;;Lyon 1er Arrondissement;1;22;;Conservatoire, logements;True;;253;69381;4.814245667423702;45.770389430239355
5045;Valdo / Rivet;Rue Jeunet;;Lyon 5e Arrondissement;45;18;;Maillage;True;;255;69385;4.788774121103122;45.75048148344842
3036;Félix Faure / Vivier Merle;Face 106, Avenue Félix Faure;;Lyon 3e Arrondissement;36;35;;;True;;256;69383;4.859855894129365;45.75381490563945
3035;Philomène Magnin;3, Rue Philomène Magnin;;Lyon 3e Arrondissement;;24;;buire_vivier_merle;True;;260;69383;4.858740196109376;45.7526134281632
7025;Lacour / Artillerie;Rue Challemel Larcour;;Lyon 7e Arrondissement;67;20;;;True;;261;69387;4.844177872010189;45.72945512661453
4024;Lyon Métropole;Face au 84, Quai Joseph Gillet ;150 mètres au sud de la Rue du Bois de la Caille ;Lyon 4e Arrondissement;24;25;;;True;;262;69384;4.818560286672529;45.78817001884096
10091;Château Gaillard / Fort;28, Rue Louis Fort;;Villeurbanne;91;16;;maillage;True;;265;69266;4.887971317287408;45.77474953644127
1006;Subsistances;14 quai Saint Vincent;;Lyon 1er Arrondissement;6;22;;Les Subsistances;True;;267;69381;4.819816657420369;45.767895769494274
32001;Couzon - Centre;Quai Jean Lavergne;;Couzon-au-Mont-d'Or;;17;; ;True;;268;69068;4.83241213375528;45.845997686774574
10045;Anatole France / Alsace;24 Rue Anatole France;;Villeurbanne;;20;;Villeurbanne;True;;269;69266;4.870161396008619;45.76690539202143
9010;Piscine de Vaise;52, Rue Sidoine Apollinaire;;Lyon 9e Arrondissement;10;19;;Piscine d'hiver de Vaise;True;;271;69389;4.796450348757553;45.77101828846886
4009;Jacquart / Denfert-Rochereau;Rue Denfert-Rochereau;angle Rue Jacquard;Lyon 4e Arrondissement;9;14;;maillage;True;;272;69384;4.82537896207112;45.775899511231145
19001;Saint Genis Laval - Médiathèque;49 Avenue Gorges Clémenceau;;Saint-Genis-Laval;;12;;dtgenis_lyon_sud;True;;273;69204;4.794772849716076;45.69781200190445
5008;Sainte-Irénée;Place Sainte Irénée;Rue des Chevaucheurs;Lyon 5e Arrondissement;8;20;;Place, résidence universitaire;True;;274;69385;4.812421224845746;45.75494588109138
33001;Albigny - Gare;Place de la Gare;;Albigny-sur-Saône;;18;; ;True;;276;69003;4.833002136082279;45.87499349255458
9046;Mangini;12, Rue Félix Mangini;Face au n°9;Lyon 9e Arrondissement;;24;;plasson_chaize;True;;277;69389;4.816349391794238;45.79040880714802
8059;Laënnec / Pinel;Rue Paradin;;Lyon 8e Arrondissement;59;15;;Jardin public;True;;278;69388;4.889538926369418;45.73537251126738
9049;Sergent Berthet / Gorge de Loup;3, Rue Gorge de Loup;;Lyon 9e Arrondissement;49;16;;Commerces, coeur de quartier;True;;258;69389;4.805158003014948;45.77013407203493
10121;Parc du Centre;34, Rue Billon;Angle Rue Fancis de Préssencé;Villeurbanne;121;16;;Parc du centre, itinéraire cyclable;True;;264;69266;4.879070706781902;45.77191192526643
3068;Faure / Meynis;202, Avenue Félix Faure;;Lyon 3e Arrondissement;;28;;;True;Monté;282;69383;4.871397338154996;45.75506054727825
2038;Remparts d'Ainay;15, Rue des Remparts d'Ainay;;Lyon 2e Arrondissement;;24;;;True;;263;69382;4.829807144832727;45.75308920958161
9002;Mairie du 9e;Rue du Bourbonnais;Angle rue Sergent Michel Berthet, sur le côté de la mairie;Lyon 9e Arrondissement;2;27;;mairie, coeur quartier, métro D;True;;257;69389;4.805666011414779;45.77424082809611
3099;Place Sainte Anne;2, Place Saint Anne;;Lyon 3e Arrondissement;99;18;;Coeur de quartier, commerces;True;;252;69383;4.865331803082072;45.7570472667114
2010;Confluence / Darse;2, Allée Andrée Mure;Quai Antoine Riboud;Lyon 2e Arrondissement;10;22;;;True;Monté;251;69382;4.815854361039027;45.74341409472539
10043;Salengro / Feyssine;Face 44, Rue de la Feyssine;;Villeurbanne;43;20;;itinéraires cyclables;True;;275;69266;4.890634595672779;45.78298359401012
7049;Cité Scolaire Internationale;26, Avenue Tony Garnier;;Lyon 7e Arrondissement;49;25;; ;True;;281;69387;4.823560081405908;45.727918857658594
3039;Place Bir-Hakeim;Face 2, Place Bir-Hakeim;Angle Rue Julien Duvivier;Lyon 3e Arrondissement;39;19;;maillage;True;;283;69383;4.855710148688799;45.75259214373137
8039;Pierre Delore;Face 2, Rue Pierre Delore;;Lyon 8e Arrondissement;39;20;;Habitat;True;;284;69388;4.8524001839789195;45.73863588359213
1035;Quai Lassagne;3, Quai André Lassagne;;Lyon 1er Arrondissement;35;16;;Maillage;True;;286;69381;4.837911792926473;45.77220146927456
8021;Paul Santy;101, Avenue Paul Santy;;Lyon 8e Arrondissement;21;16;;itinéraire cyclable;True;;287;69388;4.877305934394243;45.72851815103356
10053;Rossellini / 11 Novembre;29, Boulevard du 11 Novembre 1918;;Villeurbanne;53;30;;BRGM, ENSSIB;True;;289;69266;4.8630954295038;45.77938657533472
10034;Docteur Damidot;46, Rue du Docteur Damidot;Devant la MJC;Villeurbanne;34;18;;MJC;True;;290;69266;4.886133865523622;45.76182010690323
3085;Sacré Coeur;68, Rue Antoine Charial;;Lyon 3e Arrondissement;85;16;;Gymnase, piscine, lycée, jardin public, sacré coeur;True;;295;69383;4.868350531883271;45.75786183436949
2036;Place Antonin Gourju;Place Antonin Gourju;;Lyon 2e Arrondissement;36;30;;Commerces, place Bellecour,;True;;296;69382;4.830169955416065;45.75948634905248
8041;Etats-Unis / Viviani;170, Boulevard des Etats-Unis;Angle Avenue Viviani;Lyon 8e Arrondissement;41;20;;;True;Monté;297;69388;4.870765977089192;45.72470316528245
4008;Clos Savaron;10, Rue Clos Savaron;Face au n°19;Lyon 4e Arrondissement;;20;;deleuvre;True;;298;69384;4.8255591851847734;45.782636257496925
3053;Gambetta / Jusserand;97, Avenue Jules Jusserand;Angle Cours Gambetta;Lyon 3e Arrondissement;53;13;;bureaux, itinéraire cyclable;True;;299;69383;4.855585088300652;45.751112410293835
20002;Oullins - Mairie;4, Rue Etienne Dolet;;Oullins;;18;;mairie_oullins;True;;301;69149;4.806544334111354;45.7140014190428
3084;Desaix;128, Rue Paul Bert;;Lyon 3e Arrondissement;84;28;; ;True;;303;69383;4.855200856422819;45.757261259942524
14004;Bron - Mairie;5, Rue de Verdun;;Bron;;23;;mairie_bron;True;;304;69029;4.908720681867942;45.733945529647485
10074;Zola / Passage Rey;141, Cours Emile Zola;Angle Passage Rey;Villeurbanne;74;19;;Salle de gym des Gratte-Ciel, centre-ville;True;;306;69266;4.876690417532801;45.770097843283175
3040;Faure / Danton;87, Avenue Félix Faure;;Lyon 3e Arrondissement;;35;;;True;Monté;307;69383;4.857737618170498;45.753518286906875
30002;Rillieux - Loup Pendu;196, Avenue Pierre Mendes France;;Rillieux-la-Pape;;18;;loup_pendu;True;;308;69286;4.887043450817669;45.81597011088588
10019;4 Août / Racine;37, Rue du 4 Août 1789;;Villeurbanne;;30;; ;True;;311;69266;4.87792062630033;45.76448293919055
3067;Hachette;2, Rue Jean Renoir;Angle Rue Jeanne Hachette;Lyon 3e Arrondissement;67;15;;CES, logements;True;;312;69383;4.8638526893825516;45.75291602189632
3089;Trarieux / Lacassagne;221, Avenue Lacassagne;;Lyon 3e Arrondissement;89;24;;Ecole d'infirmière;True;;313;69383;4.88904203550089;45.74530080833162
10007;Piaton / Condorcet;Avenue Piaton;Angle rue Condorcet;Villeurbanne;7;20;;centre quartier, itinéraire cyclable;True;;314;69266;4.867504213135081;45.77421517843546
6045;Brotteaux / Vauban;44 bd des Brotteaux;;Lyon 6e Arrondissement;45;15;;Commerces, maillage;True;;315;69386;4.8570018759142295;45.766367311284306
3050;Friche RVI;5, Rue Félix Rollet;;Lyon 3e Arrondissement;50;20;;ancienne friche RVI;True;Monté;316;69383;4.8759239595508275;45.748320705141076
8042;Francis de Pressensé;74, Rue Paul Cazeneuve;Angle Avenue Francis de Pressensé;Lyon 8e Arrondissement;38;22;;Quartier d'habitation;True;;300;69388;4.860037966312989;45.73142726712921
10119;Villeurbanne Saint-Jean;2, Rue des Acacias;;Villeurbanne;119;12;;Collège Jean Vilar;True;;270;69266;4.9045008762779005;45.7804194257464
8020;Moulin à Vent;2 Rue du Moulin à Vent;angle route de Vienne;Lyon 8e Arrondissement;20;22;;Commerces, itinéraire cyclable, coeur de quartier;True;;309;69388;4.854181941236409;45.72967613408203
10063;Perrin / Jean Jaurès;9, Place Jules Grandclément;Rue Antonin Perrin;Villeurbanne;63;34;;quartier Grandclément;True;;247;69266;4.885609434424514;45.758391819448924
2023;Perrache / Petit;19, quai Perrache;;Lyon 2e Arrondissement;;18;;;True;;293;69382;4.826775185879977;45.74451404988682
10080;Vaillant / Perroncel;45, Rue Edouard Vaillant;Angle Rue Alexis Perroncel;Villeurbanne;80;17;;Maillage, itinéraire cyclable;True;;317;69266;4.880263091257814;45.775398810298675
8040;Ambroise Paré;39, Boulevard Ambroise Paré;;Lyon 8e Arrondissement;40;24;;Services et habitat;True;;318;69388;4.883681688322731;45.73629951229903
3018;Créqui / Voltaire;Rue de Créqui;angle Rue Paul Bert;Lyon 3e Arrondissement;18;30;;Coeur de quartier;True;;302;69383;4.848403485755717;45.756698344192564
2037;Place des Archives;18, Rue Dugas Montbel;;Lyon 2e Arrondissement;37;40;; ;True;;291;69382;4.824861728009316;45.74796914110758
10101;Einstein / 11 novembre 1918;Boulevard du 11 novembre 1918;;Villeurbanne;101;34;;résidence étudiante, maillage;True;;305;69266;4.874090173328522;45.779444110761155
3043;Place Rouget de L'Isle;Place Rouget de l'Isle;Face 35, Avenue Lacassagne;Lyon 3e Arrondissement;43;16;;maillage;True;;322;69383;4.867353294625919;45.753963192984465
10064;4 août 1789;97, Rue du 4 août 1789;Angle Rue Rollet;Villeurbanne;64;15;;iti. Cyclable, associations sportives;True;;323;69266;4.884270532810905;45.76479916907835
10071;Lycée Marie Curie;33, Boulevard Eugène Réguillon;;Villeurbanne;71;15;;lycée, quartier;True;;324;69266;4.895690219961361;45.761527969892924
8053;Lumière / Trouilhet;6, Rue Antoine Lumière;;Lyon 8e Arrondissement;53;16;;Poste, commerces;True;;325;69388;4.870101746345786;45.74356785165425
3080;Part-Dieu / Villette;Rue de la Villette;;Lyon 3e Arrondissement;80;30;;Gare Part-Dieu;True;;328;69383;4.86167388058994;45.76005505783218
5002;Place des Compagnons de la chanson;Place des Compagnons de la chanson;angle Rue des Aqueducs;Lyon 5e Arrondissement;2;18;;funiculaire, coeur quartier;True;;330;69385;4.796612178889426;45.75652733689576
7016;Place St Louis;Rue de la Madeleine;Face Rue Béguin;Lyon 7e Arrondissement;16;15;;Coeur quartier, itinéraire cyclable;True;;331;69387;4.847739942653555;45.74908035897641
3070;Rebatel / Saint-Maximin;62, Rue St Maximin;;Lyon 3e Arrondissement;;30;;st_maximin_rebatel;True;;332;69383;4.872269871107927;45.74781943348857
8038;Albert Thomas / Villon;64, Cours Albert Thomas;angle rue Villon;Lyon 8e Arrondissement;38;20;;bureaux, itinéraire cyclable;True;;336;69388;4.867428644526009;45.74671633151209
3013;Place Antoinette;Place Antoinette;Angle Rue Antoinette et Cours Richard Vitton;Lyon 3e Arrondissement;13;21;;coeur de quartier;True;;337;69383;4.889242318443289;45.75365325559824
3079;Place Louise;4, Place Louise;;Lyon 3e Arrondissement;79;16;;Coeur de quartier, Parc Georges Bazin, maillage;True;;338;69383;4.884820463650072;45.751205250899304
2011;Sala / Rue du Plat;25 Rue du Plat;Face faculté catholique;Lyon 2e Arrondissement;11;14;;faculté catholique;True;;339;69382;4.828385917865436;45.756786870058654
3024;Rockfeller / Esquirol;35, Avenue Rockefeller;Intersection Rockfeller/Esquirol;Lyon 3e Arrondissement;24;19;;tram, école d'infirmière, itinéraire cyclable;True;;340;69383;4.88554082427912;45.74133371861783
4023;Pont Masaryk;Face 45, Quai Joseph Gillet;Pont Masarik;Lyon 4e Arrondissement;23;22;;;True;;342;69384;4.81063175762027;45.77827801299792
14001;Bron - Centre Nautique;22, Rue de la Marne;;Bron;;13;;gaillard_romanet;True;;343;69029;4.908621338411987;45.7429248383715
7062;Garibaldi / Domer;Face 327, Rue Garibaldi;Angle Rue Domer;Lyon 7e Arrondissement;62;19;;Lycée Professionnel, CROUS;True;;345;69387;4.85162737005828;45.747732736897866
10044;Rocard Octavie;16, Rue Michel Rocard;;Villeurbanne;;25;;;True;;346;69266;4.889570179907409;45.7809196995896
